State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Federal Capital Territory,Abuja,2024-11-01,82.18,307.26,66.79,52.59,70.89,41.09,4.78,20.39,116.92,5.16,17.63,4.32,165,Unhealthy,4.7,44.8,0.278,4.06,13.21,505.7
Federal Capital Territory,Abuja,2024-12-01,208.99,283.81,29.1,72.68,66.82,31.16,7.31,44.68,65.03,10.06,20.57,4.39,259,Very Unhealthy,6.8,34.5,0.299,1.55,13.09,505.6
Federal Capital Territory,Abuja,2025-01-01,108.57,461.0,85.52,143.23,139.26,34.47,5.37,22.65,66.31,8.24,17.46,7.07,178,Unhealthy,8.9,41.1,0.329,2.27,13.27,510.6
Federal Capital Territory,Abuja,2025-02-01,165.56,249.67,82.37,113.67,98.58,42.06,6.62,20.8,130.45,8.41,19.72,3.81,216,Very Unhealthy,12.4,45.1,0.263,4.01,13.35,509.9
Federal Capital Territory,Abuja,2025-03-01,128.64,369.78,40.28,88.4,56.14,14.72,1.66,48.81,79.93,2.2,12.37,3.54,189,Unhealthy,6.2,55.0,0.264,2.17,13.72,511.9
Federal Capital Territory,Abuja,2025-04-01,62.45,234.4,13.47,35.21,62.04,12.66,1.88,11.9,37.52,2.8,5.07,0.83,155,Unhealthy,7.7,73.3,0.301,3.87,13.68,516.0
Federal Capital Territory,Abuja,2025-05-01,71.68,105.33,32.3,38.92,36.21,9.37,1.77,23.86,75.42,2.69,5.81,0.89,159,Unhealthy,3.5,76.8,0.214,2.62,13.38,519.5
Federal Capital Territory,Abuja,2025-06-01,44.27,155.12,25.8,47.79,35.55,18.68,1.43,16.66,47.82,3.82,7.26,3.05,123,Unhealthy for Sensitive Groups,2.3,87.8,0.27,2.11,12.99,514.1
Federal Capital Territory,Abuja,2025-07-01,32.0,63.4,24.01,38.11,37.74,13.76,2.52,23.17,47.03,2.67,5.21,3.0,93,Moderate,2.5,84.0,0.288,3.09,13.34,512.3
Federal Capital Territory,Abuja,2025-08-01,41.06,94.77,29.37,22.23,50.5,8.09,0.77,21.94,49.37,1.56,4.25,3.07,115,Unhealthy for Sensitive Groups,5.2,82.2,0.386,4.48,13.19,514.2
Federal Capital Territory,Abuja,2025-09-01,60.16,90.59,32.71,55.87,53.53,8.66,1.03,25.05,53.44,3.01,6.53,0.56,153,Unhealthy,8.0,75.8,0.351,3.45,13.67,513.9
Federal Capital Territory,Abuja,2025-10-01,77.57,110.97,24.98,67.25,37.04,30.3,4.08,20.11,34.79,4.44,5.94,4.75,162,Unhealthy,5.8,80.7,0.287,2.02,13.53,517.1
Federal Capital Territory,Abuja,2025-11-01,75.72,466.53,56.03,100.78,46.6,28.19,3.86,32.15,88.28,3.56,6.35,6.8,161,Unhealthy,10.8,56.3,0.314,4.28,13.29,511.6
Federal Capital Territory,Abuja,2025-12-01,122.13,218.54,92.72,82.34,80.75,46.34,7.77,27.26,98.64,3.49,15.05,9.65,185,Unhealthy,14.0,36.8,0.264,3.55,13.2,513.0
Federal Capital Territory,Bwari,2014-01-01,80.06,484.35,47.95,78.05,116.25,22.59,2.52,53.61,128.83,2.3,12.2,1.42,164,Unhealthy,11.8,24.5,0.289,0.13,9.98,401.7
Federal Capital Territory,Bwari,2014-02-01,142.54,273.32,22.08,97.91,104.35,24.73,4.68,40.0,53.12,7.64,17.92,1.97,196,Unhealthy,9.9,38.7,0.328,4.45,10.0,399.1
Federal Capital Territory,Bwari,2014-03-01,73.64,177.28,30.61,74.87,36.13,33.42,4.51,37.44,63.23,4.8,5.6,3.19,160,Unhealthy,11.4,57.0,0.304,3.35,10.21,405.6
Federal Capital Territory,Bwari,2014-04-01,77.99,160.91,37.93,44.63,42.13,20.22,1.94,8.1,37.28,1.19,7.77,1.58,163,Unhealthy,10.2,65.3,0.325,3.24,10.13,401.2
Federal Capital Territory,Bwari,2014-05-01,60.16,81.67,22.48,47.63,13.71,14.54,2.1,15.19,44.69,0.69,8.23,0.63,153,Unhealthy,6.4,76.0,0.282,2.96,10.15,398.3
Federal Capital Territory,Bwari,2014-06-01,34.13,95.82,9.05,17.72,34.06,11.6,0.88,18.3,32.45,3.15,5.41,1.73,97,Moderate,4.7,90.3,0.372,1.93,10.17,400.6
Federal Capital Territory,Bwari,2014-07-01,52.99,105.82,16.96,25.2,21.42,13.89,0.77,5.98,26.66,1.81,6.03,2.43,144,Unhealthy for Sensitive Groups,4.7,85.2,0.369,3.11,9.71,401.7
Federal Capital Territory,Bwari,2014-08-01,23.98,99.1,18.79,18.0,23.15,11.71,1.55,11.82,34.3,2.48,5.32,1.94,76,Moderate,7.4,79.7,0.266,3.45,10.37,401.0
Federal Capital Territory,Bwari,2014-09-01,47.67,96.09,30.91,16.67,25.58,15.54,2.3,12.87,32.64,2.07,3.85,2.46,131,Unhealthy for Sensitive Groups,3.0,74.4,0.326,3.06,10.16,400.5
Federal Capital Territory,Bwari,2014-10-01,25.38,148.06,13.36,36.18,59.13,14.45,1.78,9.26,55.68,3.49,2.65,2.99,79,Moderate,7.6,71.8,0.364,2.36,10.38,402.0
Federal Capital Territory,Bwari,2014-11-01,83.36,225.77,31.1,31.94,94.89,25.62,4.99,44.84,74.19,3.6,5.88,1.73,165,Unhealthy,6.0,59.1,0.368,2.59,9.38,400.4
Federal Capital Territory,Bwari,2014-12-01,144.6,250.9,46.76,79.68,129.44,45.27,2.83,29.92,72.72,6.92,20.85,2.17,197,Unhealthy,7.6,39.9,0.313,2.8,9.92,398.5
Federal Capital Territory,Bwari,2015-01-01,103.05,464.1,66.04,75.81,110.5,48.75,1.73,55.42,89.52,4.58,10.83,1.31,176,Unhealthy,4.7,29.0,0.326,3.41,9.85,408.8
Federal Capital Territory,Bwari,2015-02-01,49.88,319.35,50.89,51.32,108.06,30.99,2.27,27.66,51.32,2.31,8.94,6.09,136,Unhealthy for Sensitive Groups,6.7,44.8,0.333,3.89,10.4,409.4
Federal Capital Territory,Bwari,2015-03-01,70.74,269.06,12.63,49.7,84.23,30.9,3.23,23.87,80.95,4.48,13.02,2.5,159,Unhealthy,7.1,35.1,0.313,2.51,10.6,411.8
Federal Capital Territory,Bwari,2015-04-01,82.19,78.72,13.69,27.71,64.71,11.34,2.47,25.23,57.4,1.58,6.15,3.34,165,Unhealthy,4.5,71.1,0.316,3.14,10.39,407.3
Federal Capital Territory,Bwari,2015-05-01,70.31,53.65,19.68,44.13,43.28,13.62,1.26,20.66,23.4,3.37,8.39,2.58,159,Unhealthy,3.8,72.9,0.27,3.55,10.5,408.0
Federal Capital Territory,Bwari,2015-06-01,32.79,97.13,21.96,23.55,17.75,16.32,1.69,16.24,45.34,1.46,4.81,0.26,95,Moderate,7.8,78.3,0.291,3.07,10.1,408.7
Federal Capital Territory,Bwari,2015-07-01,52.5,78.97,10.51,26.63,44.2,8.68,1.94,12.06,31.03,1.96,3.7,1.08,143,Unhealthy for Sensitive Groups,2.9,82.4,0.243,3.28,10.69,408.9
Federal Capital Territory,Bwari,2015-08-01,28.44,106.01,12.13,24.68,19.86,12.74,0.57,11.98,36.22,2.01,6.16,1.97,85,Moderate,7.6,85.3,0.343,-0.67,10.01,407.5
Federal Capital Territory,Bwari,2015-09-01,28.39,100.26,29.99,24.8,45.73,7.48,0.74,21.43,29.64,1.01,4.41,0.44,85,Moderate,5.0,80.6,0.433,2.95,10.4,410.4
Federal Capital Territory,Bwari,2015-10-01,45.11,134.83,25.21,33.33,49.57,10.77,1.61,20.26,37.22,3.83,5.88,1.57,125,Unhealthy for Sensitive Groups,7.3,84.2,0.315,4.76,10.43,410.0
Federal Capital Territory,Bwari,2015-11-01,71.68,395.6,17.58,61.03,99.48,33.68,2.08,35.91,103.18,6.88,8.12,2.1,159,Unhealthy,10.0,50.3,0.313,1.94,10.13,408.9
Federal Capital Territory,Bwari,2015-12-01,109.8,281.18,55.55,76.99,132.59,43.33,5.05,39.67,136.59,6.23,14.87,1.67,179,Unhealthy,9.9,32.9,0.309,3.42,10.18,409.4
Federal Capital Territory,Bwari,2016-01-01,148.08,194.68,77.79,90.79,43.14,25.27,4.57,44.89,134.15,4.03,13.76,2.63,199,Unhealthy,8.9,36.9,0.251,2.67,10.52,422.3
Federal Capital Territory,Bwari,2016-02-01,128.67,187.55,30.19,53.63,94.13,20.49,5.68,39.09,45.63,3.19,5.34,1.03,189,Unhealthy,11.5,26.0,0.413,3.51,10.76,425.6
Federal Capital Territory,Bwari,2016-03-01,50.5,207.63,35.83,79.9,75.89,35.57,2.4,35.08,78.52,2.74,12.63,2.58,138,Unhealthy for Sensitive Groups,7.8,36.0,0.361,1.52,10.7,419.1
Federal Capital Territory,Bwari,2016-04-01,70.18,134.81,26.54,50.79,56.51,9.58,2.98,27.35,70.0,4.87,4.52,3.79,159,Unhealthy,5.7,61.8,0.244,4.99,10.6,423.0
Federal Capital Territory,Bwari,2016-05-01,49.36,78.5,29.71,31.89,25.3,16.32,2.78,15.13,53.74,1.08,1.48,0.66,135,Unhealthy for Sensitive Groups,2.4,73.7,0.369,1.79,10.68,421.7
Federal Capital Territory,Bwari,2016-06-01,39.94,106.95,22.0,14.57,29.8,10.62,0.54,8.51,30.43,1.88,5.64,1.53,112,Unhealthy for Sensitive Groups,7.6,84.3,0.393,1.73,10.56,419.9
Federal Capital Territory,Bwari,2016-07-01,19.29,79.75,11.24,18.83,29.57,16.04,0.95,6.79,34.68,2.92,8.01,0.71,66,Moderate,1.0,94.3,0.282,4.91,10.81,423.5
Federal Capital Territory,Bwari,2016-08-01,20.93,119.08,23.23,15.71,18.04,7.79,1.06,19.16,37.57,1.74,4.31,0.39,70,Moderate,3.8,95.5,0.367,4.05,10.49,420.7
Federal Capital Territory,Bwari,2016-09-01,33.25,90.08,19.41,32.86,45.19,9.42,2.61,20.95,19.27,0.82,4.97,2.35,95,Moderate,3.8,79.3,0.346,3.21,10.58,418.8
Federal Capital Territory,Bwari,2016-10-01,55.91,136.81,18.46,44.43,61.54,17.98,1.35,23.24,54.68,3.6,11.23,1.78,151,Unhealthy,3.6,74.8,0.29,4.78,10.55,419.4
Federal Capital Territory,Bwari,2016-11-01,60.13,354.56,58.31,90.01,90.28,32.91,2.56,26.51,67.06,5.2,13.72,1.99,153,Unhealthy,9.9,43.1,0.263,2.64,10.75,421.2
Federal Capital Territory,Bwari,2016-12-01,103.03,217.79,65.77,88.42,84.55,21.86,2.25,38.54,84.32,2.48,5.12,4.33,176,Unhealthy,5.6,43.0,0.341,4.42,10.96,419.7
Federal Capital Territory,Bwari,2017-01-01,65.93,375.46,46.73,52.18,110.74,40.65,3.18,35.44,91.99,9.5,14.09,7.53,156,Unhealthy,10.0,40.4,0.215,4.29,10.84,434.0
Federal Capital Territory,Bwari,2017-02-01,78.79,225.73,66.08,73.48,106.17,32.45,5.88,18.08,122.22,6.46,15.82,6.92,163,Unhealthy,5.9,38.1,0.29,3.33,10.88,429.9
Federal Capital Territory,Bwari,2017-03-01,117.4,370.98,43.75,52.93,70.23,21.65,1.19,36.01,100.07,3.33,7.19,5.34,183,Unhealthy,11.4,45.0,0.395,4.7,10.59,429.7
Federal Capital Territory,Bwari,2017-04-01,28.81,114.75,27.2,37.72,34.79,22.28,2.35,11.58,31.74,2.66,7.1,1.51,86,Moderate,2.4,70.2,0.222,3.15,11.01,429.5
Federal Capital Territory,Bwari,2017-05-01,52.48,94.14,13.33,43.42,36.35,8.54,2.89,17.54,23.36,1.99,8.12,2.99,143,Unhealthy for Sensitive Groups,2.9,73.5,0.246,2.86,11.12,428.6
Federal Capital Territory,Bwari,2017-06-01,26.78,116.88,17.32,40.73,23.59,14.98,1.49,11.91,30.28,0.69,5.01,1.16,82,Moderate,4.2,78.6,0.331,1.64,10.7,435.1
Federal Capital Territory,Bwari,2017-07-01,55.45,75.96,8.06,27.6,16.01,8.04,2.32,15.61,23.31,1.28,4.93,1.96,151,Unhealthy,6.7,93.4,0.252,1.6,10.68,432.6
Federal Capital Territory,Bwari,2017-08-01,63.46,62.03,13.48,16.59,45.17,5.77,1.94,12.38,38.95,3.2,3.75,2.38,155,Unhealthy,8.4,91.4,0.255,3.47,10.97,432.0
Federal Capital Territory,Bwari,2017-09-01,65.35,142.77,15.16,39.84,14.35,17.54,0.7,7.97,21.65,3.79,3.03,1.16,156,Unhealthy,6.3,81.2,0.331,2.23,11.3,430.7
Federal Capital Territory,Bwari,2017-10-01,91.92,113.48,36.78,57.66,52.67,20.78,1.79,22.32,35.18,1.83,6.29,3.55,170,Unhealthy,2.0,72.9,0.335,1.3,10.5,431.7
Federal Capital Territory,Bwari,2017-11-01,146.14,376.32,19.76,60.86,85.05,20.8,3.27,38.54,90.0,5.11,13.89,1.19,198,Unhealthy,9.7,47.2,0.328,2.07,11.07,429.3
Federal Capital Territory,Bwari,2017-12-01,149.01,226.19,31.09,106.19,52.35,49.94,1.65,59.5,102.32,2.53,12.34,6.82,199,Unhealthy,6.6,38.5,0.338,3.55,11.17,431.8
Federal Capital Territory,Bwari,2018-01-01,174.52,392.67,62.52,44.82,60.24,30.51,2.34,35.4,109.93,7.35,18.94,4.73,225,Very Unhealthy,4.1,34.8,0.41,1.9,11.29,444.7
Federal Capital Territory,Bwari,2018-02-01,93.23,445.75,27.66,104.82,42.31,32.24,1.89,34.51,119.58,2.54,10.74,3.38,170,Unhealthy,4.3,44.5,0.328,2.58,11.19,443.7
Federal Capital Territory,Bwari,2018-03-01,120.71,105.03,35.37,84.29,65.88,12.95,2.48,27.25,85.87,3.1,11.19,5.86,185,Unhealthy,10.4,52.0,0.256,2.07,11.73,443.6
Federal Capital Territory,Bwari,2018-04-01,72.11,81.45,40.3,27.75,25.44,25.82,2.55,16.58,37.63,3.26,11.85,2.6,160,Unhealthy,4.4,67.8,0.212,1.51,11.33,439.6
Federal Capital Territory,Bwari,2018-05-01,31.18,50.28,19.45,51.87,35.23,6.91,1.3,6.99,52.21,3.5,10.52,1.08,91,Moderate,6.6,80.3,0.251,4.46,11.42,440.0
Federal Capital Territory,Bwari,2018-06-01,50.14,104.33,11.95,17.64,25.65,6.29,2.48,10.25,17.71,2.58,9.31,2.05,137,Unhealthy for Sensitive Groups,8.4,79.7,0.361,1.63,10.85,442.3
Federal Capital Territory,Bwari,2018-07-01,64.72,43.66,16.84,35.72,30.73,14.42,0.57,17.98,24.28,2.89,4.25,2.59,156,Unhealthy,4.9,88.9,0.248,3.0,11.05,441.4
Federal Capital Territory,Bwari,2018-08-01,37.72,55.54,14.74,29.94,28.25,15.37,1.49,15.43,32.19,1.8,7.7,2.66,106,Unhealthy for Sensitive Groups,4.2,88.8,0.369,2.9,11.21,442.2
Federal Capital Territory,Bwari,2018-09-01,44.09,133.68,30.1,44.13,34.1,6.69,0.79,13.9,26.33,1.34,1.94,1.54,122,Unhealthy for Sensitive Groups,3.2,78.0,0.268,1.7,11.15,437.9
Federal Capital Territory,Bwari,2018-10-01,45.59,143.32,35.93,54.13,38.46,22.16,1.9,27.6,67.27,1.19,8.4,1.11,126,Unhealthy for Sensitive Groups,9.5,66.9,0.256,1.71,11.38,441.9
Federal Capital Territory,Bwari,2018-11-01,97.68,464.07,58.99,89.11,61.26,30.66,2.81,23.68,48.57,3.11,9.64,1.23,173,Unhealthy,6.9,38.8,0.323,4.07,11.16,444.1
Federal Capital Territory,Bwari,2018-12-01,186.89,250.06,54.78,55.78,100.99,23.59,3.16,59.77,53.91,4.67,11.55,7.77,237,Very Unhealthy,5.5,38.8,0.216,2.75,11.28,439.2
Federal Capital Territory,Bwari,2019-01-01,145.79,279.64,29.8,49.46,139.24,28.82,3.25,27.79,56.52,8.47,6.16,4.5,198,Unhealthy,7.1,38.5,0.338,5.03,11.1,453.0
Federal Capital Territory,Bwari,2019-02-01,113.24,247.55,43.29,56.89,46.94,47.63,5.99,49.54,65.43,7.03,20.91,6.65,181,Unhealthy,12.2,37.9,0.299,2.97,11.31,454.9
Federal Capital Territory,Bwari,2019-03-01,49.8,343.23,53.89,70.66,97.45,13.67,2.11,38.95,66.42,1.96,5.27,3.25,136,Unhealthy for Sensitive Groups,9.9,58.4,0.24,3.72,11.2,454.3
Federal Capital Territory,Bwari,2019-04-01,33.33,130.17,11.52,34.5,54.17,23.97,2.02,15.02,57.27,1.08,7.6,0.82,96,Moderate,8.3,69.5,0.375,4.27,11.42,448.8
Federal Capital Territory,Bwari,2019-05-01,66.38,122.44,27.4,42.95,49.48,14.23,2.5,13.99,56.03,3.97,4.81,1.21,157,Unhealthy,7.7,77.1,0.365,2.29,11.6,451.3
Federal Capital Territory,Bwari,2019-06-01,27.25,57.46,12.65,36.18,43.77,18.96,2.02,14.94,44.11,2.26,5.43,1.91,83,Moderate,3.3,79.5,0.35,2.22,11.5,454.3
Federal Capital Territory,Bwari,2019-07-01,34.99,51.82,13.73,25.5,44.35,13.37,2.15,10.33,36.53,1.5,4.69,2.29,99,Moderate,7.4,90.2,0.215,3.72,11.68,452.4
Federal Capital Territory,Bwari,2019-08-01,31.84,56.24,22.76,21.95,22.21,4.14,0.78,6.93,28.3,0.84,5.21,1.75,93,Moderate,2.3,86.1,0.284,2.87,11.53,454.0
Federal Capital Territory,Bwari,2019-09-01,68.64,35.95,10.71,24.48,43.51,7.54,2.94,23.02,48.98,3.34,6.49,2.91,158,Unhealthy,7.2,83.1,0.303,5.19,11.48,452.5
Federal Capital Territory,Bwari,2019-10-01,86.21,117.92,17.33,47.73,57.89,21.18,3.22,24.18,58.16,4.07,3.98,3.63,167,Unhealthy,7.3,65.9,0.334,3.48,11.41,448.6
Federal Capital Territory,Bwari,2019-11-01,143.12,309.32,61.94,61.87,53.91,36.77,4.72,42.87,72.84,3.86,6.89,2.13,196,Unhealthy,7.3,62.9,0.402,2.52,11.42,451.3
Federal Capital Territory,Bwari,2019-12-01,199.39,427.75,67.51,112.0,99.9,49.1,2.98,39.31,120.8,5.99,19.26,1.71,249,Very Unhealthy,13.9,41.6,0.377,3.81,11.51,449.1
Federal Capital Territory,Bwari,2020-01-01,128.87,244.77,74.21,126.66,116.84,32.09,2.48,47.34,146.38,3.5,17.38,1.2,189,Unhealthy,7.2,18.6,0.366,0.13,11.66,465.2
Federal Capital Territory,Bwari,2020-02-01,88.09,410.2,60.79,111.44,75.49,28.68,5.34,50.66,106.72,8.24,21.03,6.54,168,Unhealthy,9.5,49.5,0.292,4.28,11.61,463.1
Federal Capital Territory,Bwari,2020-03-01,62.59,224.67,36.79,82.25,83.14,16.62,1.47,28.83,69.42,6.09,12.36,5.24,155,Unhealthy,10.6,35.0,0.232,2.14,11.73,465.9
Federal Capital Territory,Bwari,2020-04-01,24.76,62.5,24.11,32.54,16.5,10.3,1.35,11.61,38.78,3.23,3.42,1.63,78,Moderate,4.1,75.6,0.399,1.81,11.52,461.5
Federal Capital Territory,Bwari,2020-05-01,50.75,42.24,18.95,21.52,13.85,11.76,1.93,9.82,40.29,3.22,3.79,1.78,139,Unhealthy for Sensitive Groups,8.3,77.7,0.285,2.16,11.84,458.3
Federal Capital Territory,Bwari,2020-06-01,44.25,68.93,21.22,34.27,40.26,13.47,0.93,6.73,19.58,0.99,4.08,0.88,123,Unhealthy for Sensitive Groups,5.0,89.9,0.352,3.78,11.65,463.3
Federal Capital Territory,Bwari,2020-07-01,31.08,118.61,18.29,20.1,32.6,5.62,1.97,12.77,24.68,1.6,7.39,2.65,91,Moderate,0.5,79.1,0.21,3.11,11.47,460.5
Federal Capital Territory,Bwari,2020-08-01,41.66,67.15,22.27,30.79,35.1,18.52,1.68,15.24,42.02,2.71,7.23,0.92,116,Unhealthy for Sensitive Groups,6.2,92.1,0.359,2.85,11.75,461.9
Federal Capital Territory,Bwari,2020-09-01,67.36,141.23,11.33,17.65,32.63,16.15,1.58,22.44,28.97,1.53,8.76,0.79,157,Unhealthy,5.1,85.3,0.252,4.45,11.81,458.2
Federal Capital Territory,Bwari,2020-10-01,61.61,160.93,41.66,28.91,38.67,14.39,2.46,7.88,53.69,3.67,5.71,3.5,154,Unhealthy,7.5,73.5,0.332,4.56,12.19,463.5
Federal Capital Territory,Bwari,2020-11-01,147.47,232.86,47.67,77.34,61.62,29.69,4.64,17.96,101.84,6.37,6.36,4.77,198,Unhealthy,8.4,40.1,0.331,2.86,11.73,456.7
Federal Capital Territory,Bwari,2020-12-01,86.31,446.01,50.72,67.59,57.37,37.78,6.92,17.95,71.26,10.14,11.97,3.5,167,Unhealthy,11.9,35.6,0.305,2.78,11.7,460.9
Federal Capital Territory,Bwari,2021-01-01,187.11,355.22,58.33,75.37,142.76,33.58,5.2,50.27,132.31,7.29,6.79,4.25,237,Very Unhealthy,9.4,37.4,0.327,2.18,11.87,471.9
Federal Capital Territory,Bwari,2021-02-01,127.3,438.45,73.69,65.97,122.68,31.3,4.96,33.38,90.01,3.93,7.71,1.79,188,Unhealthy,4.9,36.2,0.234,2.68,12.31,469.6
Federal Capital Territory,Bwari,2021-03-01,123.48,348.81,64.08,52.09,40.71,38.77,1.78,40.04,109.51,6.22,5.79,1.5,186,Unhealthy,6.6,43.8,0.247,2.48,11.98,470.2
Federal Capital Territory,Bwari,2021-04-01,73.24,96.76,37.9,38.42,74.45,20.61,1.27,28.35,52.66,2.5,12.8,1.74,160,Unhealthy,10.4,71.4,0.325,4.52,11.98,473.6
Federal Capital Territory,Bwari,2021-05-01,76.05,164.26,34.67,45.15,28.98,9.02,1.81,11.05,28.79,4.34,9.54,0.77,162,Unhealthy,7.3,70.3,0.31,1.77,12.22,477.3
Federal Capital Territory,Bwari,2021-06-01,66.6,128.04,31.99,14.76,41.04,17.41,1.26,8.62,34.58,3.4,6.56,2.72,157,Unhealthy,4.8,85.8,0.257,2.03,11.81,471.3
Federal Capital Territory,Bwari,2021-07-01,42.05,121.6,10.12,28.29,20.88,12.34,2.31,19.45,21.37,3.45,5.55,1.55,117,Unhealthy for Sensitive Groups,6.2,83.2,0.336,3.21,12.24,474.9
Federal Capital Territory,Bwari,2021-08-01,40.54,84.86,18.35,26.59,25.65,19.64,1.07,13.65,39.72,3.39,7.05,2.75,113,Unhealthy for Sensitive Groups,8.1,92.2,0.374,2.2,12.21,474.4
Federal Capital Territory,Bwari,2021-09-01,56.5,68.32,30.47,55.3,28.85,9.43,0.88,17.72,44.75,2.39,6.72,3.32,152,Unhealthy,5.7,78.0,0.345,3.0,12.16,473.3
Federal Capital Territory,Bwari,2021-10-01,52.4,193.94,19.31,58.04,52.92,20.28,1.4,12.2,54.76,2.39,7.72,3.52,143,Unhealthy for Sensitive Groups,4.5,71.7,0.319,4.04,12.22,473.9
Federal Capital Territory,Bwari,2021-11-01,96.48,227.63,27.61,37.71,93.2,35.38,2.95,15.95,53.98,2.46,16.92,4.28,172,Unhealthy,10.2,59.1,0.369,2.78,12.36,475.6
Federal Capital Territory,Bwari,2021-12-01,93.4,303.95,41.77,70.91,112.23,51.41,7.31,44.56,69.04,6.59,14.12,1.64,171,Unhealthy,9.7,42.9,0.341,2.77,12.17,473.2
Federal Capital Territory,Bwari,2022-01-01,155.85,264.73,89.64,69.23,84.73,26.51,4.78,51.0,117.79,3.56,4.96,6.62,206,Very Unhealthy,4.5,25.0,0.324,4.76,12.16,484.3
Federal Capital Territory,Bwari,2022-02-01,98.82,214.25,35.29,50.86,122.85,30.48,4.55,57.29,64.82,6.02,8.07,6.54,173,Unhealthy,7.7,41.9,0.287,4.22,12.39,485.3
Federal Capital Territory,Bwari,2022-03-01,81.41,386.66,19.67,80.65,75.84,18.79,4.06,34.07,108.85,1.95,14.28,4.59,164,Unhealthy,6.1,39.4,0.341,3.34,12.3,483.7
Federal Capital Territory,Bwari,2022-04-01,48.5,165.23,19.57,31.92,23.4,24.56,3.47,9.99,75.61,4.6,11.62,2.93,133,Unhealthy for Sensitive Groups,6.8,75.4,0.169,2.93,12.37,483.2
Federal Capital Territory,Bwari,2022-05-01,89.41,85.96,29.3,52.09,60.58,17.23,2.74,12.73,41.09,4.89,6.89,1.55,169,Unhealthy,2.6,77.3,0.306,3.31,12.59,485.0
Federal Capital Territory,Bwari,2022-06-01,56.74,48.85,27.96,37.43,46.64,7.13,1.54,9.78,18.77,1.19,8.3,2.96,152,Unhealthy,7.1,85.3,0.231,3.62,12.22,480.5
Federal Capital Territory,Bwari,2022-07-01,46.97,136.23,28.62,15.61,30.27,15.22,1.61,20.58,22.59,4.05,9.07,1.93,129,Unhealthy for Sensitive Groups,7.5,83.9,0.295,2.83,12.61,480.8
Federal Capital Territory,Bwari,2022-08-01,81.95,51.36,9.98,15.8,28.57,19.4,0.75,19.77,51.61,1.41,6.37,1.08,165,Unhealthy,5.1,83.3,0.139,4.38,12.6,481.2
Federal Capital Territory,Bwari,2022-09-01,69.57,72.41,33.61,29.22,58.41,17.22,1.08,28.12,56.85,2.09,2.65,2.36,158,Unhealthy,7.9,79.1,0.337,2.86,12.42,482.7
Federal Capital Territory,Bwari,2022-10-01,93.23,102.7,44.81,38.7,21.19,24.43,2.78,27.53,63.72,2.06,10.77,3.45,170,Unhealthy,6.2,84.6,0.282,2.58,12.5,482.7
Federal Capital Territory,Bwari,2022-11-01,166.83,213.51,37.95,84.82,64.14,29.11,2.2,39.46,83.5,3.66,12.49,4.77,217,Very Unhealthy,9.7,45.8,0.327,2.76,12.31,479.1
Federal Capital Territory,Bwari,2022-12-01,121.42,542.9,69.72,82.15,62.42,30.08,3.0,24.95,145.35,6.85,11.23,5.13,185,Unhealthy,11.6,36.9,0.312,3.72,12.52,486.8
Federal Capital Territory,Bwari,2023-01-01,90.53,393.27,71.94,95.26,162.84,29.73,2.83,56.24,70.92,11.23,7.56,1.59,169,Unhealthy,5.7,46.2,0.351,2.35,12.52,493.3
Federal Capital Territory,Bwari,2023-02-01,97.35,210.39,61.22,44.28,127.28,39.87,6.11,25.55,57.84,9.68,8.03,1.21,173,Unhealthy,15.0,48.2,0.347,2.44,12.74,493.5
Federal Capital Territory,Bwari,2023-03-01,98.26,190.63,36.29,69.92,56.35,17.41,2.36,44.28,95.31,8.19,13.62,4.94,173,Unhealthy,7.6,38.2,0.305,3.43,12.75,496.5
Federal Capital Territory,Bwari,2023-04-01,65.27,169.13,16.1,44.55,58.66,24.46,1.16,12.77,62.25,1.84,6.53,1.59,156,Unhealthy,8.4,73.7,0.265,2.73,12.8,492.0
Federal Capital Territory,Bwari,2023-05-01,76.96,115.84,24.66,52.08,52.52,20.39,1.78,18.97,41.21,1.71,9.76,3.8,162,Unhealthy,7.9,81.5,0.352,3.15,12.69,491.5
Federal Capital Territory,Bwari,2023-06-01,36.73,111.35,32.79,19.64,35.74,7.68,2.74,13.36,52.43,1.68,8.31,2.59,104,Unhealthy for Sensitive Groups,5.4,76.9,0.33,2.38,12.69,498.8
Federal Capital Territory,Bwari,2023-07-01,32.77,85.78,10.98,35.79,53.83,11.66,1.21,13.41,42.72,3.26,1.47,2.66,94,Moderate,3.8,79.2,0.311,4.43,12.67,493.6
Federal Capital Territory,Bwari,2023-08-01,37.93,87.81,7.77,26.16,50.32,4.73,1.19,7.37,31.3,3.14,4.73,2.92,107,Unhealthy for Sensitive Groups,0.5,79.2,0.295,3.17,12.61,491.1
Federal Capital Territory,Bwari,2023-09-01,57.46,153.25,35.83,26.74,45.47,13.65,1.64,23.74,36.07,2.01,9.25,2.17,152,Unhealthy,7.2,79.7,0.335,2.37,12.54,498.0
